age,gender,topik_level,highest_degree,major_field,university_type,gpa,experience_years,num_projects,internships,certifications,has_portfolio,github_level,job_field,resume_length,cover_letter_score,tailored_resume,english_level,leadership_experience,military_status,pass_screening
24.0,Male,1.0,Bachelor,Business,SKY,3.86,0.6,3.0,1.0,1.0,0.0,High,Software Dev,2.0,8.0,1.0,Low,1.0,Complete,0.0
25.0,Female,3.0,Bachelor,Business,Other,3.51,0.8,2.0,0.0,3.0,1.0,Low,PM,2.0,7.0,0.0,Low,0.0,Complete,0.0
30.0,,4.0,Bachelor,Data Science,Foreign,3.52,3.0,4.0,1.0,2.0,1.0,Low,Data Scientist,2.0,8.0,,Low,0.0,Exempt,1.0
22.0,Female,4.0,Bachelor,Economics,,3.45,2.5,2.0,0.0,2.0,1.0,Medium,Data Scientist,2.0,7.0,1.0,High,0.0,Complete,1.0
23.0,Male,3.0,Bachelor,Industrial Eng,Foreign,2.85,2.4,2.0,0.0,2.0,0.0,Low,Software Dev,1.0,4.0,1.0,High,0.0,Not Applicable,0.0
27.0,Male,3.0,Bachelor,Industrial Eng,Top10,3.25,1.4,5.0,0.0,2.0,0.0,Low,Data Scientist,1.0,,1.0,Medium,1.0,Complete,1.0
22.0,Female,2.0,Bachelor,CS,Foreign,3.23,2.0,3.0,1.0,1.0,0.0,Medium,PM,1.0,8.0,1.0,High,0.0,Not Applicable,0.0
28.0,Male,5.0,Bachelor,Economics,Foreign,3.53,2.5,,0.0,0.0,0.0,Low,Software Dev,1.0,5.0,1.0,Low,1.0,Complete,0.0
30.0,,4.0,Master,CS,Other,3.6,2.6,4.0,1.0,1.0,1.0,Low,Data Scientist,1.0,6.0,1.0,High,0.0,Exempt,
34.0,Female,0.0,Master,Data Science,Top10,3.59,2.6,4.0,1.0,0.0,0.0,Low,Data Analyst,1.0,8.0,1.0,Medium,0.0,,0.0
22.0,Female,2.0,Bachelor,Economics,Regional,3.48,4.1,5.0,1.0,1.0,1.0,Medium,Software Dev,1.0,8.0,1.0,Medium,1.0,Complete,1.0
25.0,Male,1.0,,Business,Regional,3.4,0.5,5.0,0.0,1.0,1.0,High,Data Scientist,1.0,9.0,1.0,Low,1.0,Exempt,0.0
33.0,Male,3.0,Bachelor,Business,,3.49,0.7,3.0,1.0,1.0,1.0,Low,Data Analyst,1.0,5.0,,Medium,1.0,Complete,0.0
29.0,Male,3.0,Bachelor,Data Science,Top10,3.08,1.4,5.0,1.0,1.0,0.0,Medium,Data Analyst,2.0,9.0,,Low,0.0,Complete,1.0
22.0,Male,4.0,Bachelor,Economics,Other,3.61,2.3,4.0,0.0,,1.0,Low,Data Analyst,1.0,7.0,1.0,Low,1.0,Complete,1.0
30.0,Female,5.0,Bachelor,Industrial Eng,SKY,3.82,1.9,,1.0,3.0,1.0,Medium,Software Dev,1.0,4.0,0.0,Low,0.0,Not Applicable,0.0
33.0,Male,2.0,Bachelor,CS,Foreign,3.38,2.4,2.0,1.0,0.0,1.0,Low,Data Scientist,,,1.0,Medium,0.0,Exempt,0.0
29.0,Female,5.0,Master,Data Science,Other,3.74,1.0,3.0,1.0,1.0,1.0,Low,Data Scientist,1.0,8.0,1.0,Low,1.0,Exempt,1.0
34.0,Male,2.0,Master,Data Science,Top10,3.2,-0.4,1.0,0.0,0.0,0.0,Medium,Data Analyst,2.0,8.0,,Medium,0.0,,0.0
34.0,Female,4.0,Bachelor,Economics,Top10,3.61,1.3,1.0,1.0,0.0,0.0,High,Software Dev,1.0,5.0,1.0,Low,1.0,,0.0
33.0,Female,1.0,Bachelor,Data Science,Foreign,,0.9,3.0,1.0,2.0,0.0,Medium,Data Scientist,1.0,5.0,0.0,Low,1.0,Not Applicable,0.0
29.0,Female,4.0,Bachelor,Business,SKY,2.98,1.8,3.0,1.0,2.0,0.0,Low,Data Scientist,1.0,6.0,1.0,Low,1.0,Exempt,0.0
23.0,Female,1.0,Master,Business,SKY,4.16,2.6,2.0,1.0,3.0,1.0,Medium,,1.0,5.0,1.0,Medium,1.0,Complete,1.0
27.0,Female,4.0,Bachelor,CS,Top10,3.43,1.8,,1.0,2.0,0.0,Low,,2.0,4.0,1.0,High,0.0,Not Applicable,0.0
33.0,Female,4.0,Bachelor,Industrial Eng,Foreign,3.76,0.9,5.0,1.0,,1.0,Medium,Data Scientist,2.0,9.0,1.0,Medium,0.0,Complete,1.0
30.0,Male,2.0,Bachelor,CS,Foreign,,0.2,3.0,1.0,0.0,1.0,High,PM,1.0,5.0,1.0,High,0.0,Not Applicable,0.0
25.0,Male,3.0,Bachelor,Industrial Eng,,4.36,1.7,3.0,1.0,1.0,1.0,High,Data Analyst,1.0,6.0,1.0,Medium,0.0,Not Applicable,1.0
22.0,Male,5.0,Bachelor,Economics,Top10,3.45,2.8,2.0,1.0,1.0,0.0,Medium,Data Scientist,1.0,8.0,1.0,High,1.0,Not Applicable,1.0
31.0,Female,4.0,Bachelor,Industrial Eng,SKY,3.42,1.8,2.0,0.0,2.0,0.0,Medium,Data Scientist,2.0,5.0,1.0,Low,1.0,Not Applicable,0.0
33.0,Female,5.0,Bachelor,Economics,Regional,3.25,3.7,4.0,1.0,3.0,1.0,,Software Dev,2.0,4.0,1.0,Medium,0.0,Not Applicable,1.0
,Female,4.0,Master,CS,Top10,3.42,2.2,2.0,1.0,2.0,0.0,Medium,PM,1.0,8.0,0.0,Low,1.0,Not Applicable,0.0
34.0,Female,0.0,Bachelor,Data Science,Regional,3.87,2.5,4.0,1.0,2.0,1.0,Medium,Software Dev,1.0,5.0,1.0,High,0.0,,0.0
30.0,Female,1.0,Bachelor,Economics,Top10,3.34,0.6,5.0,0.0,1.0,0.0,Medium,Data Analyst,2.0,9.0,1.0,High,1.0,Not Applicable,0.0
32.0,,0.0,Bachelor,Business,Foreign,2.9,3.1,5.0,1.0,1.0,0.0,Medium,PM,1.0,4.0,,Low,1.0,,0.0
31.0,Male,4.0,Master,CS,Foreign,3.62,3.1,5.0,1.0,0.0,1.0,Medium,Data Analyst,1.0,9.0,1.0,High,1.0,Complete,1.0
26.0,Female,1.0,Master,Industrial Eng,Regional,3.25,1.2,,1.0,0.0,1.0,Low,Data Analyst,1.0,8.0,0.0,Medium,0.0,Exempt,0.0
30.0,Male,3.0,Bachelor,Industrial Eng,SKY,3.16,3.6,4.0,0.0,1.0,1.0,Medium,PM,2.0,8.0,0.0,High,1.0,Not Applicable,1.0
23.0,Male,3.0,Bachelor,Industrial Eng,Top10,3.59,3.2,1.0,1.0,0.0,1.0,Medium,Data Analyst,1.0,9.0,1.0,Low,1.0,Complete,1.0
23.0,Male,2.0,Bachelor,CS,Foreign,3.61,,3.0,,1.0,1.0,Medium,Software Dev,,9.0,0.0,High,1.0,Exempt,1.0
33.0,Female,0.0,Bachelor,Economics,Top10,3.66,2.7,3.0,0.0,1.0,1.0,Medium,Data Scientist,1.0,,1.0,Low,,Not Applicable,0.0
27.0,Female,4.0,Bachelor,Economics,SKY,3.6,3.3,1.0,1.0,0.0,1.0,Low,PM,1.0,8.0,,High,,Exempt,1.0
,Male,0.0,Bachelor,Industrial Eng,Regional,3.47,1.1,1.0,1.0,1.0,1.0,,Data Scientist,2.0,6.0,1.0,Medium,1.0,Not Applicable,0.0
26.0,Male,2.0,Bachelor,Economics,Top10,3.77,1.7,4.0,1.0,0.0,0.0,High,Data Analyst,2.0,6.0,,Low,0.0,Not Applicable,0.0
28.0,Male,6.0,Bachelor,CS,Top10,3.82,2.2,5.0,0.0,2.0,1.0,Medium,Software Dev,1.0,7.0,1.0,High,1.0,Exempt,1.0
,Female,4.0,Master,Industrial Eng,,,1.0,2.0,0.0,3.0,0.0,High,PM,1.0,7.0,1.0,Medium,0.0,Complete,0.0
22.0,Female,6.0,,,Top10,3.97,2.1,4.0,0.0,3.0,1.0,Low,Data Scientist,1.0,7.0,1.0,Medium,0.0,Complete,1.0
23.0,Female,4.0,Master,Business,Other,3.08,0.8,2.0,1.0,1.0,1.0,Medium,Data Analyst,1.0,6.0,0.0,Low,1.0,Complete,0.0
34.0,Male,4.0,Bachelor,Data Science,Top10,3.65,2.2,3.0,1.0,0.0,0.0,Low,,1.0,7.0,0.0,Medium,0.0,Exempt,0.0
31.0,Male,5.0,Bachelor,Industrial Eng,Regional,3.75,1.6,2.0,1.0,1.0,1.0,High,PM,1.0,6.0,1.0,Medium,0.0,Complete,1.0
22.0,Female,6.0,Bachelor,Data Science,Other,3.68,,5.0,1.0,0.0,0.0,Medium,,2.0,6.0,1.0,Low,1.0,Not Applicable,1.0
34.0,Male,5.0,PhD,Industrial Eng,Regional,,1.9,5.0,1.0,,1.0,Medium,Software Dev,1.0,4.0,,Medium,0.0,Not Applicable,1.0
28.0,Female,5.0,Bachelor,Economics,Other,3.54,0.9,5.0,1.0,,1.0,High,PM,1.0,7.0,1.0,Low,1.0,Complete,1.0
34.0,Female,0.0,Bachelor,CS,Regional,3.58,2.1,,0.0,2.0,1.0,Low,PM,1.0,,1.0,Medium,0.0,Not Applicable,0.0
31.0,Male,0.0,Bachelor,CS,SKY,3.67,1.2,3.0,1.0,3.0,0.0,Low,Data Scientist,1.0,6.0,1.0,Medium,0.0,Complete,0.0
32.0,Female,4.0,Bachelor,Data Science,SKY,3.33,2.0,4.0,0.0,2.0,1.0,High,Data Scientist,1.0,6.0,1.0,Medium,,Not Applicable,1.0
23.0,Female,3.0,Bachelor,Industrial Eng,Foreign,3.55,2.8,1.0,0.0,0.0,1.0,Low,Software Dev,2.0,6.0,0.0,High,,Not Applicable,0.0
25.0,Female,3.0,Bachelor,Business,Foreign,3.41,2.1,,1.0,1.0,0.0,Low,Data Analyst,2.0,8.0,0.0,Low,1.0,Not Applicable,0.0
26.0,Female,3.0,Bachelor,Industrial Eng,Top10,3.53,0.8,5.0,1.0,2.0,1.0,Medium,Software Dev,2.0,9.0,0.0,Medium,1.0,Not Applicable,1.0
31.0,Male,,Bachelor,Industrial Eng,Top10,3.53,1.0,1.0,,2.0,1.0,Low,PM,2.0,5.0,1.0,Medium,0.0,Not Applicable,0.0
28.0,Male,2.0,Bachelor,Business,Regional,3.82,,1.0,0.0,2.0,0.0,Medium,Data Scientist,1.0,6.0,0.0,Medium,0.0,Exempt,0.0
26.0,Female,2.0,Master,,Foreign,4.0,1.1,1.0,1.0,1.0,1.0,Medium,Data Analyst,1.0,6.0,1.0,Low,0.0,Complete,0.0
24.0,Female,,Bachelor,Industrial Eng,Regional,3.74,0.8,5.0,0.0,3.0,,High,Data Scientist,1.0,4.0,1.0,Medium,1.0,Not Applicable,1.0
27.0,,4.0,Master,CS,Other,,3.6,5.0,1.0,1.0,0.0,High,Software Dev,1.0,7.0,0.0,High,0.0,Exempt,1.0
23.0,Male,1.0,Bachelor,Business,Top10,3.93,2.5,3.0,,1.0,1.0,Medium,Data Analyst,,9.0,1.0,Medium,0.0,Not Applicable,1.0
22.0,Male,3.0,Bachelor,Business,Other,4.17,0.7,2.0,,,0.0,Low,PM,1.0,7.0,1.0,Medium,0.0,Exempt,0.0
,Female,2.0,PhD,Data Science,Foreign,3.35,2.2,1.0,0.0,3.0,1.0,High,Data Scientist,2.0,8.0,,Low,1.0,Exempt,1.0
30.0,,3.0,Bachelor,Business,Other,3.27,1.6,1.0,1.0,2.0,0.0,Medium,Data Scientist,1.0,8.0,1.0,Medium,1.0,Complete,0.0
34.0,Female,2.0,Bachelor,Business,Other,3.71,1.4,5.0,1.0,1.0,1.0,Medium,Software Dev,1.0,9.0,1.0,Medium,0.0,Not Applicable,1.0
,Male,2.0,Bachelor,Data Science,SKY,3.51,1.5,2.0,1.0,2.0,1.0,Low,Data Scientist,1.0,4.0,0.0,Low,0.0,Complete,0.0
28.0,Male,2.0,Bachelor,Business,SKY,2.88,2.4,5.0,,0.0,1.0,Medium,Data Analyst,,9.0,1.0,Medium,0.0,Exempt,1.0
24.0,Female,2.0,Bachelor,Business,Top10,3.24,2.7,5.0,1.0,0.0,1.0,,Data Scientist,1.0,5.0,1.0,High,0.0,Not Applicable,0.0
27.0,Male,1.0,Bachelor,Business,Regional,4.02,1.5,3.0,1.0,3.0,,,Software Dev,1.0,8.0,1.0,Medium,1.0,Exempt,1.0
25.0,Female,4.0,Bachelor,Business,SKY,3.49,2.7,4.0,1.0,0.0,1.0,,PM,2.0,4.0,1.0,Medium,0.0,Complete,1.0
25.0,Female,0.0,Bachelor,Data Science,Other,3.46,2.8,5.0,1.0,1.0,1.0,High,Data Analyst,1.0,8.0,1.0,Low,1.0,Not Applicable,1.0
26.0,Male,2.0,Bachelor,CS,SKY,3.61,1.7,4.0,1.0,0.0,1.0,Low,,1.0,4.0,0.0,Low,0.0,Exempt,0.0
32.0,Female,4.0,Bachelor,Economics,Other,3.53,,3.0,1.0,1.0,1.0,Low,PM,1.0,7.0,0.0,Medium,0.0,Not Applicable,1.0
30.0,Female,3.0,Bachelor,CS,Regional,3.7,1.9,5.0,0.0,3.0,1.0,Medium,Data Scientist,1.0,8.0,1.0,Low,0.0,Exempt,1.0
24.0,Female,3.0,Bachelor,CS,SKY,,0.7,5.0,0.0,2.0,0.0,,Data Analyst,,7.0,1.0,Medium,1.0,Exempt,0.0
33.0,Male,4.0,Bachelor,Business,Other,3.34,2.2,1.0,1.0,3.0,1.0,Medium,Software Dev,1.0,8.0,0.0,Low,1.0,Exempt,1.0
29.0,Male,3.0,PhD,Data Science,Foreign,3.51,2.5,3.0,,2.0,0.0,Medium,Software Dev,1.0,6.0,0.0,Medium,1.0,Complete,0.0
33.0,Female,4.0,Master,Business,Top10,3.31,2.5,3.0,1.0,3.0,1.0,Medium,PM,1.0,4.0,1.0,High,1.0,,1.0
24.0,Male,4.0,Bachelor,,SKY,3.53,1.4,3.0,1.0,0.0,0.0,Medium,PM,2.0,4.0,1.0,High,1.0,Exempt,0.0
33.0,,4.0,Bachelor,Data Science,SKY,3.36,1.3,5.0,1.0,,0.0,Medium,Data Scientist,1.0,9.0,1.0,Low,0.0,Not Applicable,1.0
32.0,Female,0.0,Master,Economics,Foreign,3.66,1.7,3.0,1.0,3.0,1.0,Medium,PM,,9.0,1.0,High,0.0,Exempt,1.0
33.0,Female,4.0,Master,Industrial Eng,,3.95,2.4,1.0,0.0,3.0,1.0,Medium,PM,1.0,5.0,1.0,Low,0.0,Exempt,0.0
26.0,Female,3.0,Master,CS,Top10,3.32,3.1,2.0,1.0,0.0,1.0,Low,PM,2.0,8.0,1.0,Medium,,Not Applicable,1.0
29.0,,4.0,Bachelor,Economics,SKY,3.65,2.5,5.0,0.0,0.0,1.0,High,,1.0,8.0,1.0,High,1.0,Exempt,1.0
23.0,Female,1.0,Bachelor,Economics,Regional,3.43,1.3,,,0.0,1.0,Low,Software Dev,1.0,8.0,1.0,Medium,1.0,Not Applicable,0.0
23.0,Female,4.0,Master,Data Science,,3.36,3.3,3.0,1.0,3.0,,High,Data Analyst,,5.0,0.0,High,1.0,Complete,1.0
22.0,Female,4.0,Master,CS,SKY,4.08,1.5,3.0,1.0,2.0,1.0,Low,PM,1.0,7.0,1.0,High,0.0,Not Applicable,1.0
32.0,Female,2.0,Master,Economics,Foreign,3.48,2.9,3.0,1.0,3.0,0.0,Low,PM,1.0,6.0,1.0,Low,1.0,Exempt,1.0
31.0,Male,0.0,Bachelor,CS,Foreign,,,1.0,0.0,2.0,1.0,Low,Data Scientist,,5.0,0.0,Medium,0.0,Not Applicable,0.0
23.0,,2.0,Bachelor,CS,Top10,3.13,-0.4,5.0,1.0,3.0,0.0,Medium,Data Scientist,1.0,8.0,1.0,Low,0.0,Exempt,
34.0,Female,1.0,Bachelor,Data Science,,3.18,0.7,3.0,0.0,2.0,1.0,Low,Data Scientist,1.0,8.0,0.0,Medium,0.0,Not Applicable,0.0
34.0,,0.0,Bachelor,Industrial Eng,Regional,3.89,2.8,5.0,1.0,2.0,0.0,Medium,Software Dev,1.0,8.0,,High,0.0,,1.0
34.0,,1.0,Bachelor,Business,SKY,3.49,0.5,2.0,1.0,1.0,1.0,Low,PM,1.0,7.0,1.0,Medium,0.0,Complete,0.0
31.0,Male,0.0,Bachelor,Business,Other,3.63,0.1,3.0,0.0,3.0,0.0,High,Software Dev,1.0,7.0,1.0,Medium,0.0,Not Applicable,0.0
34.0,,3.0,Bachelor,CS,Other,3.25,4.3,4.0,1.0,,0.0,Low,Software Dev,1.0,5.0,1.0,Medium,,Complete,1.0
23.0,Male,4.0,Bachelor,Business,Regional,3.46,3.0,2.0,1.0,3.0,1.0,Medium,PM,1.0,5.0,1.0,Medium,0.0,Complete,1.0
,Female,3.0,Bachelor,Data Science,Foreign,3.59,3.7,1.0,0.0,1.0,0.0,Medium,Data Scientist,1.0,5.0,0.0,Low,0.0,Not Applicable,0.0
22.0,Female,3.0,,Business,Foreign,3.23,1.6,4.0,0.0,0.0,1.0,Medium,Data Scientist,2.0,9.0,1.0,Medium,0.0,Complete,1.0
25.0,Male,2.0,Bachelor,,Regional,4.05,1.3,3.0,,0.0,1.0,Medium,Data Analyst,1.0,7.0,1.0,Medium,1.0,Not Applicable,0.0
31.0,Female,3.0,Bachelor,CS,Top10,3.51,1.0,,1.0,0.0,0.0,High,,1.0,9.0,0.0,Medium,1.0,Exempt,1.0
23.0,,6.0,Bachelor,Data Science,,3.71,2.7,4.0,1.0,3.0,1.0,Medium,Software Dev,1.0,7.0,0.0,Medium,1.0,Exempt,1.0
31.0,Male,0.0,Master,Industrial Eng,,2.89,2.9,5.0,1.0,,,Medium,Data Scientist,1.0,9.0,0.0,Medium,0.0,Not Applicable,0.0
27.0,,2.0,,Industrial Eng,Other,,1.6,,1.0,0.0,1.0,Low,Software Dev,1.0,7.0,0.0,Medium,0.0,Not Applicable,0.0
34.0,Female,1.0,PhD,Business,Other,3.33,1.9,1.0,1.0,2.0,1.0,High,Data Analyst,1.0,4.0,1.0,Medium,0.0,Complete,0.0
26.0,Male,0.0,Bachelor,Industrial Eng,Other,,1.4,1.0,0.0,,1.0,Low,Software Dev,1.0,8.0,1.0,Medium,1.0,Complete,0.0
28.0,Female,4.0,Bachelor,Data Science,Other,,,3.0,1.0,2.0,1.0,Low,Software Dev,1.0,5.0,0.0,Low,1.0,Exempt,0.0
28.0,Male,3.0,Master,Economics,Regional,3.41,,4.0,1.0,3.0,0.0,Low,Data Scientist,1.0,7.0,1.0,Medium,0.0,Not Applicable,1.0
28.0,Male,4.0,Bachelor,Business,Other,,1.0,3.0,1.0,1.0,1.0,Low,Data Scientist,1.0,6.0,1.0,High,1.0,Not Applicable,0.0
22.0,Female,4.0,Bachelor,CS,Foreign,3.99,2.5,5.0,1.0,0.0,0.0,Medium,Data Scientist,1.0,,0.0,Low,0.0,Not Applicable,1.0
27.0,Female,3.0,PhD,CS,,3.71,2.9,5.0,1.0,0.0,0.0,Low,Data Analyst,1.0,5.0,0.0,Medium,0.0,Complete,1.0
27.0,Female,3.0,Bachelor,Economics,Other,3.72,1.7,1.0,0.0,2.0,1.0,Low,Software Dev,,6.0,1.0,Medium,1.0,Exempt,0.0
25.0,Female,2.0,Bachelor,Industrial Eng,Regional,,0.8,3.0,0.0,0.0,1.0,Medium,Data Analyst,1.0,6.0,0.0,,0.0,Not Applicable,0.0
27.0,Female,3.0,Bachelor,CS,Top10,4.29,1.9,3.0,0.0,1.0,,High,Data Scientist,1.0,7.0,1.0,Medium,,Complete,1.0
27.0,Female,4.0,Bachelor,Industrial Eng,Regional,3.37,,4.0,0.0,1.0,0.0,Medium,PM,1.0,9.0,1.0,Medium,0.0,Exempt,1.0
33.0,Female,4.0,Bachelor,Economics,,3.89,2.8,1.0,1.0,3.0,1.0,Low,PM,2.0,8.0,1.0,Low,0.0,Exempt,
33.0,Female,2.0,,Data Science,Other,3.8,1.8,3.0,0.0,3.0,1.0,,PM,1.0,8.0,1.0,Medium,0.0,Complete,1.0
34.0,Male,3.0,Bachelor,Business,SKY,3.55,2.2,5.0,1.0,,1.0,Low,Data Scientist,1.0,9.0,1.0,Low,1.0,Complete,1.0
34.0,Male,1.0,Master,Business,Top10,3.3,3.4,5.0,0.0,1.0,0.0,Medium,PM,,5.0,1.0,Low,0.0,Complete,0.0
26.0,Female,3.0,Master,Industrial Eng,Foreign,3.12,0.9,5.0,1.0,3.0,1.0,Medium,Data Analyst,2.0,8.0,1.0,Low,0.0,Exempt,1.0
26.0,Female,1.0,Bachelor,CS,SKY,3.63,2.2,5.0,1.0,3.0,1.0,Low,Software Dev,1.0,6.0,1.0,Low,1.0,Not Applicable,1.0
30.0,,3.0,Bachelor,Economics,Other,3.26,1.1,2.0,1.0,0.0,0.0,Medium,Data Analyst,1.0,4.0,,Medium,0.0,Complete,0.0
33.0,Male,5.0,Master,,Foreign,3.43,2.4,5.0,1.0,0.0,0.0,Medium,PM,2.0,8.0,1.0,Low,0.0,Not Applicable,
28.0,Male,3.0,Master,Economics,Foreign,3.92,1.9,5.0,1.0,3.0,0.0,Low,Data Scientist,2.0,9.0,1.0,High,0.0,Exempt,1.0
24.0,Male,3.0,Bachelor,Economics,Regional,3.77,1.0,1.0,0.0,1.0,1.0,Low,Data Analyst,1.0,5.0,1.0,Medium,,Exempt,0.0
28.0,Female,5.0,Bachelor,Industrial Eng,Top10,3.71,,2.0,1.0,0.0,0.0,High,Data Scientist,2.0,5.0,1.0,Low,0.0,Complete,1.0
29.0,Male,2.0,Bachelor,Data Science,SKY,3.16,0.5,1.0,1.0,3.0,0.0,High,Data Analyst,1.0,7.0,1.0,Low,1.0,,0.0
28.0,Female,6.0,Master,Economics,SKY,3.23,,4.0,0.0,0.0,0.0,High,PM,1.0,5.0,,Medium,0.0,Exempt,0.0
26.0,Female,3.0,Master,Data Science,Regional,3.47,0.5,3.0,0.0,0.0,1.0,High,Data Analyst,1.0,4.0,1.0,Medium,0.0,Exempt,0.0
32.0,Female,1.0,Bachelor,CS,SKY,3.17,1.2,3.0,0.0,2.0,1.0,Low,Data Analyst,1.0,8.0,1.0,High,0.0,Exempt,0.0
25.0,Female,1.0,Master,Data Science,,3.3,1.9,3.0,1.0,1.0,1.0,Low,Software Dev,1.0,4.0,0.0,,0.0,Complete,0.0
22.0,Male,4.0,Bachelor,Data Science,Top10,3.3,2.4,3.0,1.0,0.0,0.0,Medium,Data Analyst,1.0,6.0,1.0,Low,0.0,Exempt,0.0
29.0,Female,0.0,,Industrial Eng,Top10,4.35,3.1,5.0,0.0,0.0,0.0,Low,Data Scientist,1.0,6.0,1.0,Medium,1.0,Exempt,0.0
27.0,Female,4.0,Bachelor,Business,Regional,3.7,1.5,4.0,1.0,3.0,0.0,Medium,Software Dev,1.0,,0.0,Low,0.0,Complete,0.0
27.0,Male,3.0,Bachelor,Data Science,Other,3.55,2.3,3.0,1.0,2.0,1.0,High,,1.0,9.0,1.0,Medium,0.0,Complete,1.0
26.0,Female,4.0,Bachelor,Economics,Regional,3.41,3.1,2.0,1.0,2.0,,Low,Software Dev,1.0,7.0,0.0,Medium,0.0,Not Applicable,
33.0,Male,,Bachelor,Business,SKY,3.76,2.5,4.0,0.0,0.0,1.0,Medium,Software Dev,1.0,8.0,1.0,Low,1.0,Complete,1.0
22.0,Female,4.0,Bachelor,Economics,Top10,3.31,1.3,2.0,0.0,0.0,0.0,Medium,Data Analyst,1.0,6.0,1.0,High,1.0,Exempt,0.0
28.0,Female,2.0,Bachelor,Economics,,3.28,,,1.0,2.0,1.0,Medium,Data Scientist,2.0,8.0,1.0,Medium,0.0,Not Applicable,1.0
25.0,Female,2.0,Bachelor,Data Science,Other,3.41,2.3,4.0,0.0,2.0,1.0,Medium,Data Scientist,1.0,8.0,1.0,Low,1.0,Complete,1.0
24.0,Male,6.0,Bachelor,Industrial Eng,Top10,3.57,0.6,2.0,1.0,0.0,1.0,Low,Software Dev,1.0,6.0,1.0,Medium,0.0,Exempt,0.0
25.0,Female,4.0,Bachelor,Economics,Other,3.54,,4.0,1.0,0.0,1.0,Medium,Data Analyst,1.0,8.0,1.0,Low,,Complete,1.0
28.0,Female,6.0,Bachelor,Business,Regional,3.86,3.6,4.0,1.0,1.0,1.0,High,Data Analyst,1.0,9.0,1.0,Low,1.0,Not Applicable,1.0
32.0,Female,6.0,Bachelor,Data Science,Top10,3.29,-0.3,4.0,0.0,1.0,1.0,High,Data Analyst,1.0,6.0,1.0,High,0.0,Exempt,0.0
32.0,Female,,Bachelor,Business,Regional,4.02,0.9,5.0,1.0,1.0,0.0,Low,Software Dev,2.0,9.0,0.0,Medium,,Not Applicable,1.0
30.0,Female,5.0,Master,CS,Top10,3.56,2.3,5.0,0.0,0.0,0.0,Low,Data Analyst,2.0,9.0,0.0,Medium,0.0,Not Applicable,1.0
22.0,Female,4.0,Bachelor,Business,Top10,,2.1,3.0,1.0,3.0,1.0,High,PM,1.0,8.0,0.0,Medium,1.0,Not Applicable,1.0
28.0,Female,4.0,Bachelor,CS,Other,3.44,3.0,1.0,1.0,,1.0,Medium,Software Dev,1.0,8.0,1.0,Medium,0.0,Not Applicable,1.0
26.0,Female,,Bachelor,CS,Foreign,3.2,1.2,1.0,1.0,3.0,1.0,Medium,Data Analyst,1.0,4.0,1.0,Medium,0.0,Complete,0.0
27.0,Male,4.0,Bachelor,Data Science,Foreign,3.31,2.2,4.0,1.0,0.0,1.0,Low,Data Scientist,,5.0,1.0,High,0.0,Complete,1.0
,Male,1.0,Master,Economics,SKY,3.88,1.8,,1.0,0.0,1.0,Medium,PM,2.0,9.0,1.0,Low,1.0,Exempt,1.0
23.0,Female,0.0,Master,CS,Foreign,3.22,3.3,3.0,1.0,0.0,,Low,Software Dev,1.0,5.0,1.0,Medium,0.0,Not Applicable,0.0
25.0,Male,2.0,Master,Economics,Foreign,2.69,0.8,2.0,1.0,0.0,1.0,Low,Data Analyst,1.0,5.0,0.0,Low,0.0,Exempt,0.0
24.0,Female,2.0,Master,,Regional,3.25,3.2,4.0,1.0,1.0,1.0,Low,,1.0,4.0,,High,1.0,Complete,0.0
30.0,Female,3.0,Bachelor,Economics,Top10,2.88,,1.0,0.0,0.0,1.0,Low,Software Dev,2.0,5.0,0.0,High,0.0,,0.0
34.0,Female,1.0,Bachelor,,Foreign,3.82,3.4,5.0,0.0,1.0,0.0,Medium,Data Analyst,1.0,9.0,0.0,Low,,Exempt,1.0
,Male,6.0,Bachelor,,,2.95,3.0,1.0,1.0,2.0,1.0,Medium,Data Scientist,1.0,9.0,0.0,High,0.0,Complete,1.0
32.0,Male,5.0,Bachelor,Business,Foreign,3.45,2.5,2.0,0.0,3.0,1.0,Low,PM,1.0,5.0,1.0,Medium,1.0,Complete,1.0
33.0,Female,4.0,Master,Business,,3.31,3.0,5.0,0.0,2.0,0.0,Medium,Data Scientist,1.0,8.0,1.0,Medium,0.0,Not Applicable,1.0
27.0,Male,4.0,Bachelor,Business,Regional,3.4,2.7,4.0,,,1.0,High,Data Analyst,1.0,8.0,1.0,High,0.0,Exempt,1.0
29.0,,3.0,Bachelor,Economics,Other,3.39,3.2,3.0,1.0,2.0,1.0,Low,Data Analyst,1.0,6.0,,Medium,0.0,Not Applicable,1.0
28.0,Female,1.0,PhD,CS,Top10,3.86,3.0,1.0,1.0,2.0,0.0,High,Software Dev,1.0,7.0,1.0,Medium,1.0,Complete,1.0
29.0,Male,1.0,Master,,Other,3.27,1.9,2.0,1.0,2.0,1.0,Low,Data Analyst,2.0,6.0,1.0,Low,1.0,Complete,0.0
24.0,Female,3.0,Master,CS,Top10,3.93,2.5,5.0,1.0,3.0,0.0,Low,PM,1.0,7.0,0.0,High,1.0,Not Applicable,1.0
27.0,Male,6.0,Bachelor,,SKY,3.81,1.3,2.0,0.0,3.0,0.0,Low,PM,1.0,8.0,1.0,Low,0.0,,1.0
